EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
621184,BRONX (ZONE), ,01/23/2016,700,Blizzard, , ,0,0,0,0,NY,EST-5, ,103820,Z,73,OKX,0,0,ASOS, , , , , , , , ,01/23/2016,1800, , , , ,"Nearby LaGuardia and Central Park ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph through the day and into the early evening on Saturday January 23rd.","Low pressure moving across the deep South on Thursday January 21st and Friday January 22nd intensifed and moved off the Mid Atlantic coast on Saturday January 23rd, bringing heavy snow and strong winds to southeast New York, and blizzard conditions to Long Island, New York City, and nearby southern Westchester County.||NY Gov. Cuomo declared a state of emergency early Saturday January 23rd. Metro North and Long Island Railroad service halted at 4 PM Saturday.||In New York City, the blizzard contributed to more than 400 car crashes, and streets were closed to all but emergency vehicles from mid-afternoon Saturday January 23nd until 7 AM Sunday January 24th. Much of the city's mass transit was shut down, along with bridges and tunnels across the city and to/from New Jersey. The Port Authority Bus Terminal, the busy Midtown NYC transportation hub, closed its doors at 4 PM Saturday. Broadway shows announced all Saturday performances were canceled.||Travel in and out of New York City airports lagged through Monday January 25th as airlines pre-emptively cut hundreds of flights. All arrivals and departures were eventually canceled due to severe winter weather conditions at LaGuardia airport, with Kennedy at a virtual standstill as well. More than 1,000 flights out of New York City-area airports were cancelled, including 90% of flights from LaGuardia.",11
621186,NEW YORK (MANHATTAN) (ZONE), ,01/23/2016,700,Blizzard, , ,0,0,0,0,NY,EST-5, ,103820,Z,72,OKX,0,0,ASOS, , , , , , , , ,01/23/2016,1800, , , , ,"Central Park ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph through the day and into the early evening on Saturday January 23rd.","Low pressure moving across the deep South on Thursday January 21st and Friday January 22nd intensifed and moved off the Mid Atlantic coast on Saturday January 23rd, bringing heavy snow and strong winds to southeast New York, and blizzard conditions to Long Island, New York City, and nearby southern Westchester County.||NY Gov. Cuomo declared a state of emergency early Saturday January 23rd. Metro North and Long Island Railroad service halted at 4 PM Saturday.||In New York City, the blizzard contributed to more than 400 car crashes, and streets were closed to all but emergency vehicles from mid-afternoon Saturday January 23nd until 7 AM Sunday January 24th. Much of the city's mass transit was shut down, along with bridges and tunnels across the city and to/from New Jersey. The Port Authority Bus Terminal, the busy Midtown NYC transportation hub, closed its doors at 4 PM Saturday. Broadway shows announced all Saturday performances were canceled.||Travel in and out of New York City airports lagged through Monday January 25th as airlines pre-emptively cut hundreds of flights. All arrivals and departures were eventually canceled due to severe winter weather conditions at LaGuardia airport, with Kennedy at a virtual standstill as well. More than 1,000 flights out of New York City-area airports were cancelled, including 90% of flights from LaGuardia.",12
621185,KINGS (BROOKLYN) (ZONE), ,01/23/2016,700,Blizzard, , ,0,0,0,0,NY,EST-5, ,103820,Z,75,OKX,0,0,ASOS, , , , , , , , ,01/23/2016,1900, , , , ,"Nearby LaGuardia, JFK Airport and Central Park ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph through the day and into the early evening on Saturday January 23rd.","Low pressure moving across the deep South on Thursday January 21st and Friday January 22nd intensifed and moved off the Mid Atlantic coast on Saturday January 23rd, bringing heavy snow and strong winds to southeast New York, and blizzard conditions to Long Island, New York City, and nearby southern Westchester County.||NY Gov. Cuomo declared a state of emergency early Saturday January 23rd. Metro North and Long Island Railroad service halted at 4 PM Saturday.||In New York City, the blizzard contributed to more than 400 car crashes, and streets were closed to all but emergency vehicles from mid-afternoon Saturday January 23nd until 7 AM Sunday January 24th. Much of the city's mass transit was shut down, along with bridges and tunnels across the city and to/from New Jersey. The Port Authority Bus Terminal, the busy Midtown NYC transportation hub, closed its doors at 4 PM Saturday. Broadway shows announced all Saturday performances were canceled.||Travel in and out of New York City airports lagged through Monday January 25th as airlines pre-emptively cut hundreds of flights. All arrivals and departures were eventually canceled due to severe winter weather conditions at LaGuardia airport, with Kennedy at a virtual standstill as well. More than 1,000 flights out of New York City-area airports were cancelled, including 90% of flights from LaGuardia.",13
615893,BRONX (ZONE), ,01/23/2016,836,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,103068,Z,73,OKX,0,0,Official NWS Observations, , , , , , , , ,01/23/2016,1318, , , , ,"The NOS tidal gauge at Kings Point New York recorded a peak water level of 11.4 ft. MLLW at 1106 am EST.  The moderate coastal flood threshold of 10.5 ft MLLW was exceeded from 936 am to 1242 pm EST.  ||The moderate coastal flooding thresholds were established by the National Weather Service, based on impact analysis and collaboration with the NOS and local emergency management.||During this time, 1 foot of inundation was reported on Chaffee Avenue along Hammond Creek in the Locust Point section of the Bronx.  In Throgs Neck, water over topped the seawall onto Pennyfield Avenue near the S.U.N.Y Maritime College.  While in the Randallfield section of the Bronx, water inundated the beach and splashed over docks and the seawall onto the sound front adjacent to Shore Drive, Dean Avenue and Clarence Avenue.","Low pressure developed along the southern mid Atlantic coast on the evening of the 23rd and then rapidly intensified as it slowly tracked northeast, south of Long Island, through the night of the 24th. The resulting surge from 36 hours of gale to storm force north to northeast winds, combined with high astronomical tides, resulted in widespread minor to moderate coastal flooding for three consecutive tidal cycles the morning of the 23d into the morning of the 24th along the southern coastal areas of Long Island.  Areas of minor to localized moderate coastal flooding occurred along Long Island Sound and East End portions of Long Island during this time period as well.||In addition, widespread dune toe erosion and localized wash overs were reported along the Atlantic Ocean facing beaches of Long Island.  Fire Island was especially hard hit.",14
615892,NORTHERN QUEENS (ZONE), ,01/23/2016,836,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,103068,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,01/23/2016,1318, , , , ,"The NOS tidal gauge at Kings Point New York recorded a peak water level of 11.4 ft. MLLW at 1106 am EST. The moderate coastal flood threshold of 11.0 ft MLLW was exceeded from 1006 am to 1218 pm EST.  ||The moderate coastal flooding thresholds were established by the National Weather Service, based on impact analysis and collaboration with the NOS and local emergency management.||one foot of inundation was reported at the corner of Linden Place and Whitestone Expressway in Flushing, Queens during this time.","Low pressure developed along the southern mid Atlantic coast on the evening of the 23rd and then rapidly intensified as it slowly tracked northeast, south of Long Island, through the night of the 24th. The resulting surge from 36 hours of gale to storm force north to northeast winds, combined with high astronomical tides, resulted in widespread minor to moderate coastal flooding for three consecutive tidal cycles the morning of the 23d into the morning of the 24th along the southern coastal areas of Long Island.  Areas of minor to localized moderate coastal flooding occurred along Long Island Sound and East End portions of Long Island during this time period as well.||In addition, widespread dune toe erosion and localized wash overs were reported along the Atlantic Ocean facing beaches of Long Island.  Fire Island was especially hard hit.",15
621935,SOUTHERN QUEENS (ZONE), ,02/08/2016,600,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,103959,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,02/08/2016,1000, , , , ,"The USGS tidal gauge in Jamaica Bay at Inwood recorded a peak water level of 9.1 ft. MLLW at 751 am EST. The moderate coastal flood threshold of 8.7 ft. MLLW was exceeded from 712 to 842 am EST. The USGS tidal gauge in Rockaway Inlet near Floyd Bennet Field recorded a peak water level of 8.7 ft. MLLW at 748 am EST. The moderate coastal flood threshold of 8.5 ft. MLLW was exceeded from 724 to 812 am EST. The moderate coastal flooding thresholds were established by the National Weather Service, based on impact analysis and collaboration with the USGS and local emergency management.||Based on media and emergency management reports, 2 to 3 feet of inundation occurred in the most vulnerable sections of Brookville, Rosedale, Arverne, Edgewater, Howard Beach, Old Howard Beach, Far Rockaway, Hamilton Beach and Broad Channel in Queens. Specifically; in Brookville/Rosedale, moderate flooding occurred on Rockaway Blvd. and Brookville Blvd. In Rosedale, moderate flooding occurred on Hungry Harbor Road and Hook Creek Boulevard. In Bayswaters, moderate flooding occurred on Norton Drive from Westbourne Ave. to Healy Ave. In Far Rockaway, moderate flooding occurred on Beach 26th and Seagirt Blvd. In Edgemere/Arverne, minor flooding occurred on Beach 38th-60th and 67-72nd streets and moderate flooding occurred on Beach 58 and 59th Streets and Rockaway Beach Boulevard. In Broad Channel, moderate flooding occurred on Crossbay Blvd. and East 9th Street. In Howard Beach, moderate flooding occurred on 102nd St. and 160th Avenue. In Seagate minor flooding occurred on Mermaid Avenue and West 25th St. In Breezy Point, overwashes occurred onto Bayside Avenue and adjacent properties in Roxbury Sections of Breezy Point.","Low pressure that developed off the Florida coast on early February 7th, intensified into a large intense offshore storm which slowly tracked northeast up the coast through the night of February 8th. The large fetch around the storm and slow movement resulted in 2 to 3 feet of surge on top of astronomically high tides. This resulted in widespread minor to moderate coastal flooding during the morning high tides of February 8th and 9th. Moderate coastal impacts were mainly along the south shore bays of New York City and Long Island.",16
622080,SOUTHERN QUEENS (ZONE), ,02/09/2016,700,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,103959,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,02/09/2016,1100, , , , ,"The USGS tidal gauge in Jamaica Bay at Inwood recorded a peak water level of 8.8 ft. MLLW at 900 am EST. The moderate coastal flood threshold of 8.7 ft. MLLW was exceeded from 830 to 942 am EST. The USGS tidal gauge in Rockaway Inlet near Floyd Bennet Field recorded a peak water level of 8.5 ft. MLLW from 818 to 906 am EST. This is the moderate coastal flood threshold. The moderate coastal flooding thresholds were established by the National Weather Service, based on impact analysis and collaboration with the USGS and local emergency management.||Based on media and emergency management reports, around 2 to 3 feet of inundation occurred in the most vulnerable sections of Brookville, Rosedale, Arverne, Edgewater, Howard Beach, Old Howard Beach, Far Rockaway, Hamilton Beach and Broad Channel in Queens.","Low pressure that developed off the Florida coast on early February 7th, intensified into a large intense offshore storm which slowly tracked northeast up the coast through the night of February 8th. The large fetch around the storm and slow movement resulted in 2 to 3 feet of surge on top of astronomically high tides. This resulted in widespread minor to moderate coastal flooding during the morning high tides of February 8th and 9th. Moderate coastal impacts were mainly along the south shore bays of New York City and Long Island.",17
619198,NEW YORK (MANHATTAN) (ZONE), ,02/16/2016,1000,Strong Wind,35.00, ,0,2,30000,0,NY,EST-5,MG,103601,Z,72,OKX,0,0,Emergency Manager, , , , , , , , ,02/16/2016,1300, , , , ,"Strong winds blew a table off a 22 story building at 7th Avenue and West 39th street at 1115 am. ||Two people were injured.","Strong to isolated high winds occurred ahead of an area of low pressure and associated frontal boundary.",18
619200,SOUTHERN QUEENS (ZONE), ,02/16/2016,1100,Strong Wind,48.00, ,0,0,100000,0,NY,EST-5,MG,103601,Z,178,OKX,0,0,Public, , , , , , , , ,02/16/2016,1600, , , , ,"The public reported a large tree down across the Clearview Expressway at Union Turnpike. All three lanes were blocked. At JFK International Airport, a wind gust of 55 mph was reported at 303 pm.","Strong to isolated high winds occurred ahead of an area of low pressure and associated frontal boundary.",19
619201,NORTHERN QUEENS (ZONE), ,02/16/2016,1100,Strong Wind,44.00, ,0,0,100000,0,NY,EST-5,MG,103601,Z,176,OKX,0,0,Public, , , , , , , , ,02/16/2016,1600, , , , ,"The public reported a large tree down across the Clearview Expressway at Union Turnpike. All three lanes were blocked. At LaGuardia Airport, a wind gust of 51 mph was reported at 259 pm.","Strong to isolated high winds occurred ahead of an area of low pressure and associated frontal boundary.",20
621461,QUEENS CO.,WOODSIDE,02/16/2016,1426,Thunderstorm Wind,52.00, ,0,0,500,0,NY,EST-5,EG,103903,C,81,OKX,0,0,Law Enforcement, , , ,0.69,N,0.69,N,WOODSIDE,02/16/2016,1426,40.76,-73.92,40.76,-73.92,"Large branches were reported down on 37th Street.","An approaching cold front triggered a convective fine line that caused downed trees and power lines across New York City and Long Island.",21
613459,NORTHERN QUEENS (ZONE), ,02/24/2016,1900,Strong Wind,48.00, ,0,0,50000,0,NY,EST-5,MG,102635,Z,176,OKX,0,0,ASOS, , , , , , , , ,02/25/2016,100, , , , ,"At LaGuardia Airport, a wind gust up to 55 mph was measured at 1149 pm on the 24th. Amateur radio reported a wind gust estimated at 51 mph in Oakland Gardens at 801 pm. This wind gust snapped larger branches off trees.","Strong winds occurred behind a warm front and ahead of a cold front.",22
613458,BRONX (ZONE), ,02/24/2016,2000,Strong Wind,48.00, ,0,0,100000,0,NY,EST-5,MG,102635,Z,73,OKX,0,0,Emergency Manager, , , , , , , , ,02/24/2016,2200, , , , ,"Near City Island in the Bronx, a 5X25 foot section of facade collapsed on Fordham Street due to the strong winds.  Nearby, a 55 mph wind was reported at LaGuardia Airport around 1149 pm.","Strong winds occurred behind a warm front and ahead of a cold front.",23
613462,KINGS (BROOKLYN) (ZONE), ,02/24/2016,2000,Strong Wind,48.00, ,0,0,100000,0,NY,EST-5,EG,102635,Z,75,OKX,0,0,Emergency Manager, , , , , , , , ,02/24/2016,2300, , , , ,"Emergency management reported a sidewalk shed collapsed on Scholes Street at the Williamsburg House. This occurred at 942 pm.","Strong winds occurred behind a warm front and ahead of a cold front.",24
613461,NEW YORK (MANHATTAN) (ZONE), ,02/24/2016,2000,Strong Wind,48.00, ,0,0,100000,0,NY,EST-5,MG,102635,Z,72,OKX,0,0,Emergency Manager, , , , , , , , ,02/24/2016,2300, , , , ,"At 919 pm on the 24th, a tractor trailor was blown over on the upper level of the westbound George Washington Bridge due to strong winds.  At 941 pm, a sidewalk shed collapsed on Lenox Avenue in Harlem.  Emergency management reported these incidents.","Strong winds occurred behind a warm front and ahead of a cold front.",25
613890,SOUTHERN QUEENS (ZONE), ,02/24/2016,2200,High Wind,53.00, ,0,0,10000,0,NY,EST-5,MG,102639,Z,178,OKX,0,0,Mesonet, , , , , , , , ,02/25/2016,100, , , , ,"Near Rockaway Beach, a gust of 61 mph was measured at 1138 pm at the WeatherFlow Station.","High winds occurred behind the passage of a warm front, and ahead of a cold front.",26
